,time/s,Battery Power Output (MW)
18977,2016.056432,0
18978,2016.097481,0
18979,2016.13853,0
18980,2016.220628,0
18981,2016.31445,0
18982,2016.44147,0
18983,2016.613905,0
18984,2016.829709,0
18985,2017.026278,0
18986,2017.052527,0
18987,2017.078776,0
18988,2017.159387,0
18989,2017.242457,0
18990,2017.355715,0
18991,2017.506129,0
18992,2017.707636,0
18993,2017.872667,0
18994,2018.037698,0
18995,2018.064211,0
18996,2018.090725,0
18997,2018.172113,0
18998,2018.256023,0
18999,2018.370691,0
19000,2018.523253,0
19001,2018.726626,0
19002,2018.889189,0
19003,2019.051751,0
19004,2019.105802,0
19005,2019.159853,0
19006,2019.248801,0
19007,2019.35424,0
19008,2019.498792,0
19009,2019.694789,0
19010,2019.866875,0
19011,2020.038961,0
19012,2020.065472,0
19013,2020.091984,0
19014,2020.173421,0
19015,2020.257375,0
19016,2020.372119,0
19017,2020.524797,0
19018,2020.728268,0
19019,2020.890699,0
19020,2021.053131,0
19021,2021.080965,0
19022,2021.108799,0
19023,2021.192129,0
19024,2021.278454,0
19025,2021.397028,0
19026,2021.555579,0
19027,2021.763534,0
19028,2021.919624,0
19029,2022.075714,0
19030,2022.251741,0
19031,2022.436452,0
19032,2022.605969,0
19033,2022.755954,0
19034,2022.90441,0
19035,2022.989905,0
19036,2022.989905,-4.43E-12
19037,2023.046289,-0.04082493
19038,2023.102674,-0.080590858
19039,2023.162242,-0.094215799
19040,2023.258678,-0.099150497
19041,2023.37529,-0.099991377
19042,2023.536539,-0.100020619
19043,2023.74859,-0.099340558
19044,2023.901228,-0.099664233
19045,2024.053865,-0.099866065
19046,2024.231096,-0.099687122
19047,2024.421019,-0.098982923
19048,2024.593173,-0.098640141
19049,2024.740587,-0.099399815
19050,2024.884525,-0.099839066
19051,2025.04963,-0.112395105
19052,2025.077178,-0.147686786
19053,2025.104725,-0.17001582
19054,2025.187529,-0.194256572
19055,2025.273231,-0.199207234
19056,2025.390785,-0.200158876
19057,2025.547779,-0.200223226
19058,2025.754636,-0.199675852
19059,2025.912349,-0.199854204
19060,2026.018483,-0.19690047
19061,2026.038382,-0.105365573
19062,2026.058281,-0.037873161
19063,2026.07412,-2.86E-11
19064,2026.07412,0
19065,2026.137922,0
19066,2026.201723,0
19067,2026.290901,0
19068,2026.402128,0
19069,2026.553693,0
19070,2026.757099,0
19071,2026.920489,0
19072,2027.046641,0
19073,2027.101132,0
19074,2027.155622,0
19075,2027.245037,0
19076,2027.351217,0
19077,2027.496889,0
19078,2027.69419,0
19079,2027.864817,0
19080,2028.035444,0
19081,2028.061866,0
19082,2028.088287,0
19083,2028.169344,0
19084,2028.252905,0
19085,2028.366983,0
19086,2028.518648,0
19087,2028.721258,0
19088,2028.884841,0
19089,2029.048424,0
19090,2029.22233,0
19091,2029.396641,0
19092,2029.560382,0
19093,2029.71547,0
19094,2029.873803,0
19095,2030.044076,0
19096,2030.221219,0
19097,2030.390909,0
19098,2030.547929,0
19099,2030.702031,0
19100,2030.866436,0
19101,2031.043248,0
19102,2031.070941,0
19103,2031.098634,0
19104,2031.180429,0
19105,2031.265262,0
19106,2031.381257,0
19107,2031.53592,0
19108,2031.741028,0
19109,2031.901243,0
19110,2032.018424,0
19111,2032.040304,0
19112,2032.062183,0
19113,2032.131779,0
19114,2032.202802,0
19115,2032.296169,0
19116,2032.416322,0
19117,2032.580507,0
19118,2032.793529,0
19119,2032.943585,0
19120,2033.050833,0
19121,2033.098722,0
19122,2033.146611,0
19123,2033.224381,0
19124,2033.314856,0
19125,2033.435525,0
19126,2033.598874,0
19127,2033.810624,0
19128,2033.961715,0
19129,2034.112805,0
19130,2034.290076,0
19131,2034.481931,0
19132,2034.655468,0
19133,2034.802245,0
19134,2034.944442,0
19135,2035.108521,0
19136,2035.298898,0
19137,2035.486051,0
19138,2035.64353,0
19139,2035.782622,0
19140,2035.932981,0
19141,2036.059244,0
19142,2036.115912,0
19143,2036.17258,0
19144,2036.264651,0
19145,2036.374889,0
19146,2036.526697,0
19147,2036.730595,0
19148,2036.893609,0
19149,2037.004835,0
19150,2037.024201,0
19151,2037.026126,0
19152,2037.026126,5.91E-13
19153,2037.045493,0.064187032
19154,2037.064859,0.107929505
19155,2037.103592,0.157775999
19156,2037.176394,0.190250715
19157,2037.257522,0.198296393
19158,2037.364465,0.200029856
19159,2037.50638,0.200245281
19160,2037.699369,0.199992521
19161,2037.917311,0.198074498
19162,2038.023004,0.196496759
19163,2038.04485,0.130939065
19164,2038.066697,0.084589141
19165,2038.136315,0.021334944
19166,2038.207347,0.005244305
19167,2038.300734,0.000938539
19168,2038.420916,0.000201056
19169,2038.585144,0.000193079
19170,2038.798193,0.000951534
19171,2038.944926,0.000476059
19172,2039.052016,0.047325177
19173,2039.100139,0.139165967
19174,2039.148262,0.176990213
19175,2039.226276,0.19530166
19176,2039.317119,0.199467404
19177,2039.438358,0.200195915
19178,2039.602567,0.200204179
19179,2039.814818,0.199454769
19180,2039.955728,0.200018292
19181,2040.096639,0.152408812
19182,2040.159721,0.115307
19183,2040.222803,0.104508484
19184,2040.323925,0.100946357
19185,2040.447754,0.100375042
19186,2040.618987,0.100416913
19187,2040.83656,0.101420767
19188,2041.035896,0.100280885
19189,2041.062629,0.06105536
19190,2041.089361,0.035771412
19191,2041.169865,0.007487977
19192,2041.253057,0.001505688
19193,2041.36641,0.000284021
19194,2041.517011,0.000164112
19195,2041.718693,0.000570086
19196,2041.883504,0.000559338
19197,2041.997135,0.000105942
19198,2041.997655,6.39E-14
19199,2041.997655,0
19200,2042.035414,0
19201,2042.04168,0
19202,2042.04168,-6.07E-12
19203,2042.074985,-0.097235245
19204,2042.108289,-0.147399731
19205,2042.174898,-0.186264512
19206,2042.253202,-0.197336291
19207,2042.353651,-0.199869929
19208,2042.486317,-0.200239283
19209,2042.667791,-0.200113255
19210,2042.886536,-0.198723454
19211,2042.999427,-0.20008648
19212,2043.020421,-0.140278814
19213,2043.041414,-0.092318868
19214,2043.101136,-0.028090726
19215,2043.171863,-0.006943119
19216,2043.260286,-0.001304245
19217,2043.374611,-0.000249674
19218,2043.529424,-0.000168907
19219,2043.735453,-0.000672127
19220,2043.895233,-0.000547388
19221,2044.055013,-0.0004458
19222,2044.230193,-0.000636517
19223,2044.409864,-0.001064429
19224,2044.576434,-0.001114022
19225,2044.728726,-0.00068573
19226,2044.881898,-0.000436252
19227,2044.98273,-7.85E-13
19228,2044.98273,0
19229,2045.047528,0
19230,2045.112325,0
19231,2045.169076,0
19232,2045.266823,0
19233,2045.383095,0
19234,2045.544385,0
19235,2045.756662,0
19236,2045.909196,0
19237,2046.061731,0
19238,2046.117036,0
19239,2046.172341,0
19240,2046.263356,0
19241,2046.371687,0
19242,2046.520718,0
19243,2046.721753,0
19244,2046.88813,0
19245,2047.000886,0
19246,2047.020138,0
19247,2047.03939,0
19248,2047.057167,0
19249,2047.057167,2.75E-12
19250,2047.120694,0.071839632
19251,2047.184221,0.092181107
19252,2047.273321,0.098705452
19253,2047.384304,0.099927028
19254,2047.53554,0.100038644
19255,2047.738632,0.099612999
19256,2047.902409,0.099645612
19257,2048.019077,0.096660035
19258,2048.040983,0.031104846
19259,2048.0545,5.78E-11
19260,2048.0545,0
19261,2048.076406,0
19262,2048.098312,0
19263,2048.142124,0
19264,2048.226874,0
19265,2048.322473,0
19266,2048.453036,0
19267,2048.630384,0
19268,2048.847438,0
19269,2048.965937,0
19270,2049.040696,0
19271,2049.051798,0
19272,2049.051798,3.51E-11
19273,2049.093707,0.113493743
19274,2049.135617,0.162801436
19275,2049.208995,0.191538044
19276,2049.292121,0.198616996
19277,2049.401726,0.200079408
19278,2049.547949,0.200243014
19279,2049.74563,0.199918313
19280,2049.91564,0.199828452
19281,2050.085651,0.234541299
19282,2050.144115,0.279244866
19283,2050.20258,0.293941998
19284,2050.297526,0.299422741
19285,2050.411882,0.300375494
19286,2050.569862,0.300429316
19287,2050.779393,0.29983954
19288,2050.935433,0.300061735
19289,2051.04441,0.265562819
19290,2051.091177,0.168371582
19291,2051.137943,0.126974762
19292,2051.214445,0.106180458
19293,2051.303054,0.101321363
19294,2051.420817,0.100428546
19295,2051.579756,0.100380471
19296,2051.788628,0.10098245
19297,2051.944108,0.100742835
19298,2052.051408,0.146522592
19299,2052.099409,0.238797198
19300,2052.147411,0.276915878
19301,2052.225293,0.295431128
19302,2052.31594,0.299652975
19303,2052.436874,0.300394543
19304,2052.600624,0.300406212
19305,2052.812609,0.29967048
19306,2052.933027,0.300400753
19307,2053.022177,0.279025728
19308,2053.039227,0.121488725
19309,2053.056199,1.70E-10
19310,2053.056199,0
19311,2053.07325,0
19312,2053.0903,0
19313,2053.111146,0
19314,2053.111146,-6.07E-13
19315,2053.145247,-0.048663372
19316,2053.179348,-0.074141494
19317,2053.24755,-0.093453743
19318,2053.33761,-0.098955592
19319,2053.452359,-0.099960481
19320,2053.608546,-0.10002953
19321,2053.815923,-0.099491561
19322,2053.974123,-0.099656129
19323,2054.132324,-0.09978249
19324,2054.307993,-0.099593257
19325,2054.489911,-0.099102766
19326,2054.657689,-0.098999815
19327,2054.808861,-0.099491705
19328,2054.959937,-0.099783554
19329,2055.031233,-0.085472158
19330,2055.080449,-0.033414539
19331,2055.129665,-0.01250057
19332,2055.217591,-0.002361851
19333,2055.319294,-0.000408964
19334,2055.458842,-0.000157496
19335,2055.648591,-0.000371403
19336,2055.866667,-0.002124464
19337,2055.988482,-0.000472804
19338,2056.048277,-0.04041055
19339,2056.108071,-0.081780392
19340,2056.167727,-0.094588465
19341,2056.265367,-0.099221271
19342,2056.383315,-0.100000384
19343,2056.546578,-0.100015043
19344,2056.76006,-0.099274983
19345,2056.910686,-0.099665162
19346,2057.021137,-0.102159385
19347,2057.041309,-0.195369373
19348,2057.061481,-0.26356766
19349,2057.125264,-0.362186607
19350,2057.190244,-0.39018075
19351,2057.273848,-0.398678474
19352,2057.379493,-0.40043015
19353,2057.521375,-0.400646051
19354,2057.714319,-0.400393857
19355,2057.932262,-0.39847829
19356,2058.035965,-0.376386239
19357,2058.081249,-0.275245895
19358,2058.126533,-0.230676346
19359,2058.201776,-0.207309212
19360,2058.288374,-0.20172743
19361,2058.403075,-0.200656294
19362,2058.557295,-0.200569845
19363,2058.762504,-0.20105661
19364,2058.923053,-0.200950386
19365,2059.04008,-0.174902691
19366,2059.063251,-0.113500354
19367,2059.086422,-0.071406581
19368,2059.157917,-0.017406025
19369,2059.231216,-0.004108567
19370,2059.328196,-0.00071887
19371,2059.453835,-0.000176706
19372,2059.625984,-0.000226424
19373,2059.842846,-0.001249766
19374,2059.975682,-0.000382357
19375,2060.041168,-0.024904652
19376,2060.106655,-0.079631233
19377,2060.159412,-0.093026287
19378,2060.255824,-0.098941658
19379,2060.368287,-0.099965906
19380,2060.524544,-0.100032962
19381,2060.732856,-0.099485558
19382,2060.890692,-0.099658947
19383,2061.048527,-0.09979028
19384,2061.224446,-0.099599283
19385,2061.407004,-0.099089407
19386,2061.575011,-0.098975024
19387,2061.725782,-0.099487824
19388,2061.876306,-0.099789836
19389,2062.002879,-0.098585509
19390,2062.024253,-0.034375253
19391,2062.039,-5.73E-11
19392,2062.039,0
19393,2062.060374,0
19394,2062.081748,0
19395,2062.124495,0
19396,2062.209012,0
19397,2062.30383,0
19398,2062.433328,0
19399,2062.6091,0
19400,2062.825733,0
19401,2063.018918,0
19402,2063.041794,0
19403,2063.053877,0
19404,2063.053877,5.82E-11
19405,2063.076753,0.036665734
19406,2063.099629,0.05999238
19407,2063.145382,0.084086811
19408,2063.230525,0.097046945
19409,2063.327531,0.09964871
19410,2063.459993,0.100033662
19411,2063.640116,0.099917141
19412,2063.857765,0.098600282
19413,2064.046658,0.104798986
19414,2064.073864,0.142787961
19415,2064.101069,0.166964241
19416,2064.182456,0.193495639
19417,2064.266684,0.199032474
19418,2064.381738,0.200135743
19419,2064.534944,0.200231967
19420,2064.738869,0.199771506
19421,2064.900702,0.19984768
19422,2065.062535,0.178641744
19423,2065.117554,0.127593946
19424,2065.172574,0.109338205
19425,2065.263333,0.101874451
19426,2065.371233,0.100497515
19427,2065.519623,0.100358493
19428,2065.719968,0.100726786
19429,2065.88714,0.100763574
19430,2066.054312,0.1161018
19431,2066.108456,0.17037276
19432,2066.162601,0.190210233
19433,2066.251816,0.198503499
19434,2066.357591,0.20006864
19435,2066.502678,0.200244422
19436,2066.699301,0.199938658
19437,2066.870687,0.199824661
19438,2067.042074,0.192616155
19439,2067.09529,0.133805499
19440,2067.148506,0.11181551
19441,2067.235847,0.102410415
19442,2067.339131,0.100583824
19443,2067.480278,0.100356756
19444,2067.672155,0.100596101
19445,2067.890098,0.10245506
19446,2068.066727,0.059650081
19447,2068.091681,0.000239771
19448,2068.0918,9.11E-11
19449,2068.0918,0
19450,2068.116753,0
19451,2068.141707,0
19452,2068.191613,0
19453,2068.277715,0
19454,2068.377905,0
19455,2068.514696,0
19456,2068.700889,0
19457,2068.919158,0
19458,2069.034922,0
19459,2069.087321,0
19460,2069.13972,0
19461,2069.227253,0
19462,2069.330289,0
19463,2069.471239,0
19464,2069.662851,0
19465,2069.880811,0
19466,2069.992884,0
19467,2070.039647,0
19468,2070.086409,0
19469,2070.137095,0
19470,2070.218551,0
19471,2070.314293,0
19472,2070.443254,0
19473,2070.618802,0
19474,2070.835787,0
19475,2070.861198,0
19476,2070.861198,-1.20E-14
19477,2070.958071,-0.00043767
19478,2071.054945,-0.056550364
19479,2071.104835,-0.145128454
19480,2071.154726,-0.17999778
19481,2071.234158,-0.196057381
19482,2071.327364,-0.199622369
19483,2071.452191,-0.200213664
19484,2071.621777,-0.200182194
19485,2071.836723,-0.199260684
19486,2072.036155,-0.200537439
19487,2072.06299,-0.239792685
19488,2072.089824,-0.265047138
19489,2072.170381,-0.293164831
19490,2072.253669,-0.299107946
19491,2072.367165,-0.300318935
19492,2072.51799,-0.300436728
19493,2072.719875,-0.300026209
19494,2072.884424,-0.30004246
19495,2073.006829,-0.296890602
19496,2073.028257,-0.233111717
19497,2073.049684,-0.186786709
19498,2073.119139,-0.122104882
19499,2073.189854,-0.105615588
19500,2073.28279,-0.101173055
19501,2073.40227,-0.100405557
19502,2073.565461,-0.10039002
19503,2073.777879,-0.101117336
19504,2073.928886,-0.10073835
19505,2074.034058,-0.069436393
19506,2074.05018,-1.15E-10
19507,2074.05018,0
19508,2074.070963,0
19509,2074.091746,0
19510,2074.133312,0
19511,2074.206657,0
19512,2074.289597,0
19513,2074.398964,0
19514,2074.544798,0
19515,2074.742071,0
19516,2074.912569,0
19517,2075.083068,0
19518,2075.254703,0
19519,2075.4198,0
19520,2075.578548,0
19521,2075.738614,0
19522,2075.906448,0
19523,2076.035046,0
19524,2076.088008,0
19525,2076.14097,0
19526,2076.228243,0
19527,2076.331315,0
19528,2076.472173,0
19529,2076.663686,0
19530,2076.881675,0
19531,2076.993594,0
19532,2077.039652,0
19533,2077.049598,0
19534,2077.049598,7.72E-13
19535,2077.095656,0.060158213
19536,2077.141714,0.084250411
19537,2077.226891,0.097080376
19538,2077.32409,0.099655036
19539,2077.456804,0.100034218
19540,2077.637293,0.099914476
19541,2077.855009,0.098582066
19542,2077.982181,0.099784925
19543,2078.027561,0.08244411
19544,2078.072942,0.03438267
19545,2078.1197,0.01350612
19546,2078.207427,0.002557906
19547,2078.307593,0.000443264
19548,2078.445189,0.00015935
19549,2078.632306,0.000344019
19550,2078.85043,0.001970627
19551,2078.983048,0.000598616
19552,2079.115666,0.000181841
19553,2079.292842,0.000278628
19554,2079.507378,0.001435527
19555,2079.647507,0.000564393
19556,2079.787636,0.000221897
19557,2079.965432,0.000347508
19558,2080.055462,0.030446047
19559,2080.112375,0.077107141
19560,2080.169289,0.092778086
19561,2080.262959,0.098874982
19562,2080.375036,0.099954743
19563,2080.529758,0.100034782
19564,2080.736475,0.099527168
19565,2080.8961,0.099655275
19566,2081.055725,0.116927782
19567,2081.083639,0.15077951
19568,2081.111553,0.172007236
19569,2081.195319,0.194737829
19570,2081.282084,0.19931562
19571,2081.401412,0.200172664
19572,2081.561097,0.200215662
19573,2081.769809,0.199600678
19574,2081.924742,0.19985707
19575,2082.03596,0.178878794
19576,2082.058752,0.116928926
19577,2082.081544,0.074122833
19578,2082.152656,0.018193741
19579,2082.225446,0.00433334
19580,2082.321635,0.000761206
19581,2082.446063,0.00018105
19582,2082.616487,0.000218008
19583,2082.832675,0.00117964
19584,2083.029931,6.92E-14
19585,2083.029931,0
19586,2083.089346,0
19587,2083.148761,0
19588,2083.236963,0
19589,2083.344623,0
19590,2083.491442,0
19591,2083.690015,0
19592,2083.859181,0
19593,2083.988375,0
19594,2084.039931,0
19595,2084.057268,0
19596,2084.057268,3.91E-11
19597,2084.108824,0.064879667
19598,2084.160379,0.087585204
19599,2084.247053,0.097780212
19600,2084.34873,0.099781339
19601,2084.487604,0.100042833
19602,2084.676568,0.099838433
19603,2084.89479,0.098121012
19604,2084.991681,0.099836421
19605,2085.012003,0.058379497
19606,2085.019862,2.43E-10
19607,2085.019862,0
19608,2085.040185,0
19609,2085.054439,0
19610,2085.054439,-6.74E-13
19611,2085.074762,-0.066758889
19612,2085.095084,-0.11139374
19613,2085.13573,-0.160909111
19614,2085.208889,-0.191056144
19615,2085.291227,-0.198498247
19616,2085.399786,-0.200061308
19617,2085.544314,-0.200244222
19618,2085.740198,-0.199949002
19619,2085.912347,-0.1998219
19620,2086.039952,-0.189211095
19621,2086.093517,-0.132243089
19622,2086.147082,-0.11119954
19623,2086.235217,-0.1022735
19624,2086.339529,-0.100561092
19625,2086.482317,-0.100356494
19626,2086.676207,-0.100622476
19627,2086.893801,-0.10258079
19628,2087.068221,-0.057135519
19629,2087.092485,-6.11E-11
19630,2087.092485,0
19631,2087.117505,0
19632,2087.142526,0
19633,2087.192567,0
19634,2087.278698,0
19635,2087.378992,0
19636,2087.515922,0
19637,2087.702305,0
19638,2087.920579,0
19639,2088.05362,0
19640,2088.186662,0
19641,2088.363981,0
19642,2088.578166,0
19643,2088.718294,0
19644,2088.858422,0
19645,2088.994894,0
19646,2089.040496,0
19647,2089.047508,0
19648,2089.047508,-5.34E-11
19649,2089.09311,-0.059793263
19650,2089.138711,-0.083958313
19651,2089.223788,-0.097018979
19652,2089.320648,-0.099643438
19653,2089.4529,-0.100033213
19654,2089.632724,-0.099919332
19655,2089.850321,-0.098615088
19656,2089.972296,-0.099846214
19657,2090.027287,-0.070309771
19658,2090.055846,-5.57E-12
19659,2090.055846,0
19660,2090.096691,0
19661,2090.137535,0
19662,2090.219224,0
19663,2090.312941,0
19664,2090.439616,0
19665,2090.611599,0
19666,2090.82728,0
19667,2091.024307,0
19668,2091.050467,0
19669,2091.076627,0
19670,2091.157262,0
19671,2091.240316,0
19672,2091.353565,0
19673,2091.503958,0
19674,2091.705444,0
19675,2091.8705,0
19676,2092.035556,0
19677,2092.062006,0
19678,2092.088455,0
19679,2092.169596,0
19680,2092.253249,0
19681,2092.367479,0
19682,2092.519377,0
19683,2092.722187,0
19684,2092.885504,0
19685,2093.048821,0
19686,2093.222809,0
19687,2093.397485,0
19688,2093.561424,0
19689,2093.716323,0
19690,2093.874296,0
19691,2094.044452,0
19692,2094.221904,0
19693,2094.391962,0
19694,2094.54897,0
19695,2094.702709,0
19696,2094.866803,0
19697,2095.04375,0
19698,2095.067027,0
19699,2095.076349,0
19700,2095.076349,-6.00E-14
19701,2095.099626,-0.037171488
19702,2095.122904,-0.060631254
19703,2095.169459,-0.084593981
19704,2095.254779,-0.097153409
19705,2095.352385,-0.099668714
19706,2095.485663,-0.100035359
19707,2095.666958,-0.099908394
19708,2095.884799,-0.098541511
19709,2096.072514,-0.120764206
19710,2096.101576,-0.154091572
19711,2096.130639,-0.17450405
19712,2096.215426,-0.195308332
19713,2096.303689,-0.199442426
19714,2096.42535,-0.200188309
19715,2096.588616,-0.20020386
19716,2096.79953,-0.199490696
19717,2096.946466,-0.199942027
19718,2097.05332,-0.150992119
19719,2097.101712,-0.060043729
19720,2097.150103,-0.022833357
19721,2097.228394,-0.004950902
19722,2097.319659,-0.000902563
19723,2097.441552,-0.000201241
19724,2097.606745,-0.000200242
19725,2097.819543,-0.000979448
19726,2097.965166,-2.05E-12
19727,2097.965166,0
19728,2098.033345,0
19729,2098.076582,0
19730,2098.11982,0
19731,2098.195678,0
19732,2098.281956,0
19733,2098.39661,0
19734,2098.550589,0
19735,2098.755549,0
19736,2098.916383,0
19737,2099.043568,0
19738,2099.097627,0
19739,2099.151685,0
19740,2099.240486,0
19741,2099.345774,0
19742,2099.49007,0
19743,2099.685767,0
19744,2099.858188,0
19745,2099.980418,0
19746,2100.042328,0
19747,2100.048986,0
19748,2100.048986,1.37E-12
19749,2100.092225,0.115061154
19750,2100.135465,0.16444573
19751,2100.208971,0.191944802
19752,2100.292831,0.198716516
19753,2100.403368,0.20009436
19754,2100.551117,0.200241594
19755,2100.750364,0.199888917
19756,2100.918484,0.199833856
19757,2101.086605,0.199772872
19758,2101.25907,0.199587029
19759,2101.427303,0.199495793
19760,2101.587724,0.19964599
19761,2101.746039,0.199818736
19762,2101.910567,0.199835633
19763,2102.082759,0.199675496
19764,2102.254621,0.199481002
19765,2102.418172,0.199539266
19766,2102.575465,0.199761342
19767,2102.735869,0.199867783
19768,2102.905575,0.199775438
19769,2103.007405,0.192519738
19770,2103.02551,0.081655772
19771,2103.042599,1.16E-10
19772,2103.042599,0
19773,2103.060705,0
19774,2103.07881,0
19775,2103.11502,0
19776,2103.187367,0
19777,2103.266936,0
19778,2103.3718,0
19779,2103.51035,0
19780,2103.699406,0
19781,2103.918134,0
19782,2104.033136,0
19783,2104.085246,0
19784,2104.137355,0
19785,2104.224587,0
19786,2104.32715,0
19787,2104.467376,0
19788,2104.658075,0
19789,2104.876146,0
19790,2104.984345,0
19791,2105.039557,0
19792,2105.039557,-4.26E-12
19793,2105.099264,-0.139312537
19794,2105.158972,-0.181807683
19795,2105.235789,-0.19626997
19796,2105.331063,-0.199671302
19797,2105.456828,-0.200220852
19798,2105.628449,-0.200174567
19799,2105.844638,-0.199176598
19800,2106.042481,-0.201618807
19801,2106.069615,-0.240854613
19802,2106.096749,-0.265876349
19803,2106.177554,-0.293366061
19804,2106.26121,-0.299155937
19805,2106.375277,-0.300325639
19806,2106.52699,-0.300435215
19807,2106.729656,-0.300006459
19808,2106.893179,-0.300044705
19809,2107.01264,-0.293849535
19810,2107.034253,-0.230430638
19811,2107.055866,-0.184725299
19812,2107.125585,-0.121480019
19813,2107.196618,-0.10543097
19814,2107.290054,-0.101136127
19815,2107.410292,-0.100401107
19816,2107.574608,-0.10039377
19817,2107.787712,-0.101154938
19818,2107.937642,-0.100738307
19819,2108.087572,-0.060786421
19820,2108.147774,-0.018841365
19821,2108.207976,-0.005679883
19822,2108.305103,-0.000993136
19823,2108.422841,-0.000202031
19824,2108.58568,-0.000184316
19825,2108.798828,-0.000911052
19826,2108.946845,-0.000478063
19827,2109.094862,-0.045237584
19828,2109.155992,-0.083539817
19829,2109.217122,-0.095267347
19830,2109.316544,-0.099344424
19831,2109.437311,-0.100014565
19832,2109.604479,-0.100001605
19833,2109.820257,-0.099137705
19834,2109.957367,-0.099824781
19835,2110.094477,-0.052780815
19836,2110.157764,-0.015195088
19837,2110.221052,-0.004316305
19838,2110.322028,-0.000747423
19839,2110.445832,-0.000174869
19840,2110.617002,-0.000216308
19841,2110.834533,-0.00121768
19842,2111.033289,-2.23E-13
19843,2111.033289,0
19844,2111.0927,0
19845,2111.152111,0
19846,2111.240312,0
19847,2111.347969,0
19848,2111.494784,0
19849,2111.693352,0
19850,2111.862524,0
19851,2112.031696,0
19852,2112.059165,0
19853,2112.086633,0
19854,2112.167572,0
19855,2112.251506,0
19856,2112.365979,0
19857,2112.518332,0
19858,2112.721552,0
19859,2112.884344,0
19860,2113.047135,0
19861,2113.221289,0
19862,2113.396687,0
19863,2113.561018,0
19864,2113.715542,0
19865,2113.872803,0
19866,2114.042729,0
19867,2114.096117,0
19868,2114.149506,0
19869,2114.236971,0
19870,2114.34048,0
19871,2114.48196,0
19872,2114.674253,0
19873,2114.892135,0
19874,2115.009433,0
19875,2115.05859,0
19876,2115.107748,0
19877,2115.193098,0
19878,2115.292109,0
19879,2115.427089,0
19880,2115.610838,0
19881,2115.829014,0
19882,2115.972026,0
19883,2116.0022,0
19884,2116.0022,7.48E-12
19885,2116.064938,0.071587155
19886,2116.118542,0.090386039
19887,2116.20869,0.098391222
19888,2116.31514,0.099882479
19889,2116.461496,0.100043545
19890,2116.659579,0.099714532
19891,2116.829325,0.099629529
19892,2116.999071,0.099529655
19893,2117.021404,0.038818446
19894,2117.037883,5.80E-11
19895,2117.037883,0
19896,2117.060215,0
19897,2117.082547,0
19898,2117.127211,0
19899,2117.212147,0
19900,2117.308377,0
19901,2117.439796,0
19902,2117.618401,0
19903,2117.835747,0
19904,2117.954308,0
19905,2118.067178,0
19906,2118.067178,9.71E-12
19907,2118.119356,0.130102551
19908,2118.171534,0.175600228
19909,2118.246997,0.194762975
19910,2118.337094,0.19936098
19911,2118.456032,0.200184011
19912,2118.617159,0.200215182
19913,2118.827695,0.199552769
19914,2118.960401,0.200142457
19915,2119.093107,0.106269755
19916,2119.149011,0.035965975
19917,2119.204915,0.011790611
19918,2119.290761,0.002286103
19919,2119.393929,0.000396528
19920,2119.534143,0.000156375
19921,2119.724929,0.000381702
19922,2119.943096,0.002189284
19923,2120.073436,0.000618366
19924,2120.203776,0.000174658
19925,2120.380254,0.000261107
19926,2120.596677,0.0014227
19927,2120.736766,0.000558545
19928,2120.876855,0.000219282
19929,2120.997676,4.77E-05
19930,2120.998073,6.85E-12
19931,2120.998073,0
19932,2121.038096,0
19933,2121.061682,0
19934,2121.061682,-5.24E-11
19935,2121.094346,-0.047919403
19936,2121.127009,-0.072994891
19937,2121.192336,-0.092766728
19938,2121.281965,-0.098822573
19939,2121.39457,-0.099943229
19940,2121.548001,-0.100035196
19941,2121.753113,-0.099561437
19942,2121.914351,-0.099651042
19943,2122.027972,-0.091340029
19944,2122.050322,-0.026197605
19945,2122.061934,-5.80E-11
19946,2122.061934,0
19947,2122.084284,0
19948,2122.106634,0
19949,2122.151334,0
19950,2122.236278,0
19951,2122.332534,0
19952,2122.463989,0
19953,2122.642647,0
19954,2122.860004,0
19955,2122.986923,0
19956,2123.018048,0
19957,2123.049172,0
19958,2123.09021,0
19959,2123.172759,0
19960,2123.264746,0
19961,2123.389802,0
19962,2123.55905,0
19963,2123.773428,0
19964,2123.919266,0
19965,2124.065103,0
19966,2124.243107,0
19967,2124.442169,0
19968,2124.620196,0
19969,2124.764227,0
19970,2124.900408,0
19971,2125.019164,0
19972,2125.041128,0
19973,2125.063091,0
19974,2125.132686,0
19975,2125.203741,0
19976,2125.297146,0
19977,2125.41736,0
19978,2125.581636,0
19979,2125.794712,0
19980,2125.944682,0
19981,2126.017339,0
19982,2126.017339,9.27E-12
19983,2126.082432,0.072688199
19984,2126.147525,0.092649512
19985,2126.236981,0.098798241
19986,2126.349258,0.099939837
19987,2126.502212,0.100035984
19988,2126.70689,0.099573003
19989,2126.868675,0.099649933
19990,2127.030459,0.09971743
19991,2127.205079,0.099524408
19992,2127.381995,0.099174056
19993,2127.547025,0.099185247
19994,2127.700672,0.099542975
19995,2127.856495,0.099738537
19996,2128.026073,0.099661023
19997,2128.20549,0.099306404
19998,2128.377712,0.099051858
19999,2128.534508,0.099363596
20000,2128.686027,0.09969998
20001,2128.848353,0.099752437
20002,2129.026234,0.099496788
20003,2129.205247,0.099050501
20004,2129.368619,0.099130481
20005,2129.519069,0.09958563
20006,2129.673786,0.099786006
20007,2129.845855,0.099670945
20008,2129.991544,0.099945544
20009,2130.046573,0.05642313
